file,filename_participant_id,rows_final,sections_valid,duplicates_removed,invalid_timestamp_rows
100001_keystrokes.txt,100001,658,15,0,0
100003_keystrokes.txt,100003,806,15,0,0
100007_keystrokes.txt,100007,801,15,0,0
100008_keystrokes.txt,100008,687,15,0,0
100013_keystrokes.txt,100013,744,15,0,0
100016_keystrokes.txt,100016,776,15,0,0
10001_keystrokes.txt,10001,763,15,0,0
100020_keystrokes.txt,100020,649,15,0,0
100030_keystrokes.txt,100030,654,15,0,0
100032_keystrokes.txt,100032,924,15,0,0
100033_keystrokes.txt,100033,829,15,0,0
100045_keystrokes.txt,100045,738,15,0,0
10004_keystrokes.txt,10004,769,15,0,0
100050_keystrokes.txt,100050,756,15,0,0
100056_keystrokes.txt,100056,760,15,0,0
100059_keystrokes.txt,100059,968,15,0,0
100060_keystrokes.txt,100060,795,15,0,0
100068_keystrokes.txt,100068,721,15,0,0
100072_keystrokes.txt,100072,752,15,0,0
100076_keystrokes.txt,100076,610,15,0,0
100077_keystrokes.txt,100077,737,15,0,0
100081_keystrokes.txt,100081,847,15,0,0
100084_keystrokes.txt,100084,892,15,0,0
100085_keystrokes.txt,100085,723,15,0,0
100088_keystrokes.txt,100088,782,15,0,0
100091_keystrokes.txt,100091,648,15,0,0
100094_keystrokes.txt,100094,725,15,0,0
100097_keystrokes.txt,100097,687,15,0,0
10009_keystrokes.txt,10009,862,15,0,0
100102_keystrokes.txt,100102,743,15,0,0
100104_keystrokes.txt,100104,618,15,0,0
100106_keystrokes.txt,100106,703,15,0,0
100108_keystrokes.txt,100108,695,15,0,0
100116_keystrokes.txt,100116,644,15,0,0
100120_keystrokes.txt,100120,669,15,0,0
100124_keystrokes.txt,100124,736,15,0,0
100125_keystrokes.txt,100125,765,15,0,0
100132_keystrokes.txt,100132,783,15,0,0
100134_keystrokes.txt,100134,1143,15,0,0
100135_keystrokes.txt,100135,975,15,0,0
100138_keystrokes.txt,100138,701,15,0,0
100145_keystrokes.txt,100145,788,15,0,0
100151_keystrokes.txt,100151,618,15,0,0
100156_keystrokes.txt,100156,644,15,0,0
100157_keystrokes.txt,100157,767,15,0,0
100159_keystrokes.txt,100159,637,15,0,0
100162_keystrokes.txt,100162,637,15,0,0
100163_keystrokes.txt,100163,816,15,0,0
100165_keystrokes.txt,100165,648,15,0,0
100166_keystrokes.txt,100166,737,15,0,0
100167_keystrokes.txt,100167,747,15,0,0
100168_keystrokes.txt,100168,880,15,0,0
100169_keystrokes.txt,100169,723,15,0,0
100180_keystrokes.txt,100180,636,15,0,0
100182_keystrokes.txt,100182,825,15,0,0
100184_keystrokes.txt,100184,693,15,0,0
100185_keystrokes.txt,100185,735,15,0,0
100188_keystrokes.txt,100188,605,15,0,0
100190_keystrokes.txt,100190,734,15,0,0
100191_keystrokes.txt,100191,809,15,0,0
100193_keystrokes.txt,100193,728,15,0,0
100197_keystrokes.txt,100197,639,15,0,0
10019_keystrokes.txt,10019,615,15,0,0
100206_keystrokes.txt,100206,776,15,0,0
100210_keystrokes.txt,100210,620,15,0,0
100211_keystrokes.txt,100211,708,15,0,0
100215_keystrokes.txt,100215,686,15,0,0
100224_keystrokes.txt,100224,630,15,0,0
100227_keystrokes.txt,100227,736,15,0,0
10023_keystrokes.txt,10023,710,15,0,0
100249_keystrokes.txt,100249,784,15,0,0
100252_keystrokes.txt,100252,827,15,0,0
100253_keystrokes.txt,100253,731,15,0,0
100256_keystrokes.txt,100256,672,15,0,0
100257_keystrokes.txt,100257,685,15,0,0
100262_keystrokes.txt,100262,875,15,0,0
100264_keystrokes.txt,100264,720,15,0,0
100269_keystrokes.txt,100269,831,15,0,0
10026_keystrokes.txt,10026,713,15,0,0
100273_keystrokes.txt,100273,794,15,0,0
100275_keystrokes.txt,100275,724,15,0,0
100278_keystrokes.txt,100278,766,15,0,0
100280_keystrokes.txt,100280,750,15,0,0
100281_keystrokes.txt,100281,684,15,0,0
100282_keystrokes.txt,100282,730,15,0,0
100283_keystrokes.txt,100283,709,15,0,0
100289_keystrokes.txt,100289,708,15,0,0
100294_keystrokes.txt,100294,786,15,0,0
100298_keystrokes.txt,100298,639,15,0,0
1002_keystrokes.txt,1002,755,15,0,0
100302_keystrokes.txt,100302,680,15,0,0
100306_keystrokes.txt,100306,717,15,0,0
100311_keystrokes.txt,100311,738,15,0,0
100320_keystrokes.txt,100320,706,15,0,0
100327_keystrokes.txt,100327,671,15,0,0
100329_keystrokes.txt,100329,730,15,0,0
100330_keystrokes.txt,100330,697,15,0,0
100332_keystrokes.txt,100332,694,15,0,0
100333_keystrokes.txt,100333,678,15,0,0
100334_keystrokes.txt,100334,685,15,0,0
100338_keystrokes.txt,100338,736,15,0,0
100339_keystrokes.txt,100339,854,15,0,0
100348_keystrokes.txt,100348,613,15,0,0
10034_keystrokes.txt,10034,824,15,0,0
100350_keystrokes.txt,100350,626,15,0,0
100353_keystrokes.txt,100353,652,15,0,0
100356_keystrokes.txt,100356,759,15,0,0
100365_keystrokes.txt,100365,677,15,0,0
100367_keystrokes.txt,100367,695,15,0,0
10036_keystrokes.txt,10036,797,15,0,0
100375_keystrokes.txt,100375,681,15,0,0
100379_keystrokes.txt,100379,765,15,0,0
100380_keystrokes.txt,100380,748,15,0,0
100381_keystrokes.txt,100381,672,15,0,0
100382_keystrokes.txt,100382,621,15,0,0
100383_keystrokes.txt,100383,707,15,0,0
100386_keystrokes.txt,100386,742,15,0,0
100390_keystrokes.txt,100390,686,15,0,0
100395_keystrokes.txt,100395,619,15,0,0
100396_keystrokes.txt,100396,855,15,0,0
100397_keystrokes.txt,100397,626,15,0,0
100410_keystrokes.txt,100410,798,15,0,0
100416_keystrokes.txt,100416,672,15,0,0
100417_keystrokes.txt,100417,678,15,0,0
100419_keystrokes.txt,100419,639,15,0,0
100420_keystrokes.txt,100420,748,15,0,0
100421_keystrokes.txt,100421,745,15,0,0
100422_keystrokes.txt,100422,828,15,0,0
100423_keystrokes.txt,100423,878,15,0,0
100425_keystrokes.txt,100425,753,15,0,0
100426_keystrokes.txt,100426,773,15,0,0
100431_keystrokes.txt,100431,655,15,0,0
100432_keystrokes.txt,100432,815,15,0,0
100434_keystrokes.txt,100434,638,15,0,0
100438_keystrokes.txt,100438,662,15,0,0
100439_keystrokes.txt,100439,733,15,0,0
100445_keystrokes.txt,100445,635,15,0,0
100446_keystrokes.txt,100446,839,15,0,0
100447_keystrokes.txt,100447,641,15,0,0
100450_keystrokes.txt,100450,734,15,0,0
100452_keystrokes.txt,100452,683,15,0,0
100456_keystrokes.txt,100456,708,15,0,0
100458_keystrokes.txt,100458,868,15,0,0
100460_keystrokes.txt,100460,690,15,0,0
100461_keystrokes.txt,100461,634,15,0,0
100462_keystrokes.txt,100462,693,15,0,0
100463_keystrokes.txt,100463,789,15,0,0
100466_keystrokes.txt,100466,768,15,0,0
100467_keystrokes.txt,100467,638,15,0,0
100470_keystrokes.txt,100470,704,15,0,0
100471_keystrokes.txt,100471,735,15,0,0
100473_keystrokes.txt,100473,718,15,0,0
100474_keystrokes.txt,100474,684,15,0,0
100475_keystrokes.txt,100475,810,15,0,0
100476_keystrokes.txt,100476,874,15,0,0
100477_keystrokes.txt,100477,676,15,0,0
100480_keystrokes.txt,100480,659,15,0,0
100485_keystrokes.txt,100485,802,15,0,0
100487_keystrokes.txt,100487,715,15,0,0
100488_keystrokes.txt,100488,828,15,0,0
100491_keystrokes.txt,100491,731,15,0,0
100492_keystrokes.txt,100492,676,15,0,0
100495_keystrokes.txt,100495,751,15,0,0
100496_keystrokes.txt,100496,708,15,0,0
100498_keystrokes.txt,100498,745,15,0,0
100500_keystrokes.txt,100500,681,15,0,0
100501_keystrokes.txt,100501,769,15,0,0
100502_keystrokes.txt,100502,825,15,0,0
100503_keystrokes.txt,100503,770,15,0,0
100504_keystrokes.txt,100504,781,15,0,0
100510_keystrokes.txt,100510,841,15,0,0
100512_keystrokes.txt,100512,621,15,0,0
100514_keystrokes.txt,100514,678,15,0,0
100517_keystrokes.txt,100517,825,15,0,0
100519_keystrokes.txt,100519,732,15,0,0
10051_keystrokes.txt,10051,621,15,0,0
100521_keystrokes.txt,100521,749,15,0,0
100522_keystrokes.txt,100522,654,15,0,0
100524_keystrokes.txt,100524,637,15,0,0
100528_keystrokes.txt,100528,707,15,0,0
100532_keystrokes.txt,100532,674,15,0,0
100542_keystrokes.txt,100542,659,15,0,0
100545_keystrokes.txt,100545,697,15,0,0
100550_keystrokes.txt,100550,789,15,0,0
100551_keystrokes.txt,100551,762,15,0,0
100552_keystrokes.txt,100552,691,15,0,0
100553_keystrokes.txt,100553,667,15,0,0
100555_keystrokes.txt,100555,706,15,0,0
100557_keystrokes.txt,100557,715,15,0,0
100558_keystrokes.txt,100558,766,15,0,0
100560_keystrokes.txt,100560,729,15,0,0
100561_keystrokes.txt,100561,773,15,0,0
100564_keystrokes.txt,100564,796,15,0,0
100566_keystrokes.txt,100566,724,15,0,0
100568_keystrokes.txt,100568,634,15,0,0
100575_keystrokes.txt,100575,802,15,0,0
100576_keystrokes.txt,100576,928,15,0,0
100579_keystrokes.txt,100579,607,15,0,0
100580_keystrokes.txt,100580,826,15,0,0
100581_keystrokes.txt,100581,690,15,0,0
100582_keystrokes.txt,100582,680,15,0,0
100584_keystrokes.txt,100584,643,15,0,0
100589_keystrokes.txt,100589,728,15,0,0
100592_keystrokes.txt,100592,800,15,0,0
100593_keystrokes.txt,100593,643,15,0,0
100598_keystrokes.txt,100598,820,15,0,0
100601_keystrokes.txt,100601,623,15,0,0
100602_keystrokes.txt,100602,659,15,0,0
100606_keystrokes.txt,100606,671,15,0,0
100607_keystrokes.txt,100607,743,15,0,0
100608_keystrokes.txt,100608,758,15,0,0
100609_keystrokes.txt,100609,716,15,0,0
100614_keystrokes.txt,100614,641,15,0,0
100616_keystrokes.txt,100616,707,15,0,0
100617_keystrokes.txt,100617,697,15,0,0
100618_keystrokes.txt,100618,618,15,0,0
100619_keystrokes.txt,100619,668,15,0,0
100620_keystrokes.txt,100620,787,15,0,0
100625_keystrokes.txt,100625,717,15,0,0
100627_keystrokes.txt,100627,874,15,0,0
100632_keystrokes.txt,100632,833,15,0,0
100635_keystrokes.txt,100635,783,15,0,0
100637_keystrokes.txt,100637,703,15,0,0
100644_keystrokes.txt,100644,698,15,0,0
100650_keystrokes.txt,100650,658,15,0,0
100652_keystrokes.txt,100652,749,15,0,0
100654_keystrokes.txt,100654,794,15,0,0
100655_keystrokes.txt,100655,757,15,0,0
100661_keystrokes.txt,100661,670,15,0,0
100663_keystrokes.txt,100663,1008,15,0,0
100664_keystrokes.txt,100664,752,15,0,0
100665_keystrokes.txt,100665,657,15,0,0
100666_keystrokes.txt,100666,721,15,0,0
100667_keystrokes.txt,100667,617,15,0,0
100668_keystrokes.txt,100668,762,15,0,0
100678_keystrokes.txt,100678,779,15,0,0
100679_keystrokes.txt,100679,741,15,0,0
100681_keystrokes.txt,100681,635,15,0,0
100683_keystrokes.txt,100683,612,15,0,0
100684_keystrokes.txt,100684,674,15,0,0
100685_keystrokes.txt,100685,605,15,0,0
100693_keystrokes.txt,100693,845,15,0,0
100698_keystrokes.txt,100698,684,15,0,0
100699_keystrokes.txt,100699,800,15,0,0
100706_keystrokes.txt,100706,703,15,0,0
100721_keystrokes.txt,100721,719,15,0,0
100724_keystrokes.txt,100724,873,15,0,0
100729_keystrokes.txt,100729,821,15,0,0
10072_keystrokes.txt,10072,675,15,0,0
100730_keystrokes.txt,100730,792,15,0,0
100733_keystrokes.txt,100733,616,15,0,0
100735_keystrokes.txt,100735,661,15,0,0
100736_keystrokes.txt,100736,644,15,0,0
100739_keystrokes.txt,100739,718,15,0,0
100745_keystrokes.txt,100745,691,15,0,0
100746_keystrokes.txt,100746,632,15,0,0
100748_keystrokes.txt,100748,712,15,0,0
100752_keystrokes.txt,100752,676,15,0,0
100761_keystrokes.txt,100761,727,15,0,0
100763_keystrokes.txt,100763,781,15,0,0
100764_keystrokes.txt,100764,723,15,0,0
100770_keystrokes.txt,100770,810,15,0,0
100773_keystrokes.txt,100773,681,15,0,0
100777_keystrokes.txt,100777,737,15,0,0
10077_keystrokes.txt,10077,675,15,0,0
100780_keystrokes.txt,100780,732,15,0,0
100781_keystrokes.txt,100781,669,15,0,0
100783_keystrokes.txt,100783,757,15,0,0
100785_keystrokes.txt,100785,644,15,0,0
100786_keystrokes.txt,100786,808,15,0,0
100788_keystrokes.txt,100788,757,15,0,0
100795_keystrokes.txt,100795,871,15,0,0
100797_keystrokes.txt,100797,669,15,0,0
100801_keystrokes.txt,100801,678,15,0,1
100804_keystrokes.txt,100804,779,15,0,0
100805_keystrokes.txt,100805,729,15,0,0
100807_keystrokes.txt,100807,722,15,0,0
100808_keystrokes.txt,100808,836,15,0,0
