file,filename_participant_id,rows_loaded,rows_final,duplicates_removed,invalid_timestamp_rows,sections_total,sections_valid,status,error
100001_keystrokes.txt,100001,658,658,0,0,15,15,OK,
100003_keystrokes.txt,100003,806,806,0,0,15,15,OK,
100007_keystrokes.txt,100007,801,801,0,0,15,15,OK,
100008_keystrokes.txt,100008,687,687,0,0,15,15,OK,
100013_keystrokes.txt,100013,744,744,0,0,15,15,OK,
100016_keystrokes.txt,100016,776,776,0,0,15,15,OK,
10001_keystrokes.txt,10001,763,763,0,0,15,15,OK,
100020_keystrokes.txt,100020,649,649,0,0,15,15,OK,
100030_keystrokes.txt,100030,654,654,0,0,15,15,OK,
100031_keystrokes.txt,100031,545,545,0,0,15,15,OK,
100032_keystrokes.txt,100032,924,924,0,0,15,15,OK,
100033_keystrokes.txt,100033,829,829,0,0,15,15,OK,
100045_keystrokes.txt,100045,738,738,0,0,15,15,OK,
10004_keystrokes.txt,10004,769,769,0,0,15,15,OK,
100050_keystrokes.txt,100050,756,756,0,0,15,15,OK,
100056_keystrokes.txt,100056,760,760,0,0,15,15,OK,
100059_keystrokes.txt,100059,968,968,0,0,15,15,OK,
100060_keystrokes.txt,100060,795,795,0,0,15,15,OK,
100068_keystrokes.txt,100068,721,721,0,0,15,15,OK,
100072_keystrokes.txt,100072,752,752,0,0,15,15,OK,
100076_keystrokes.txt,100076,610,610,0,0,15,15,OK,
100077_keystrokes.txt,100077,737,737,0,0,15,15,OK,
100081_keystrokes.txt,100081,847,847,0,0,15,15,OK,
100084_keystrokes.txt,100084,892,892,0,0,15,15,OK,
100085_keystrokes.txt,100085,723,723,0,0,15,15,OK,
100088_keystrokes.txt,100088,782,782,0,0,15,15,OK,
100091_keystrokes.txt,100091,648,648,0,0,15,15,OK,
100094_keystrokes.txt,100094,725,725,0,0,15,15,OK,
100097_keystrokes.txt,100097,687,687,0,0,15,15,OK,
10009_keystrokes.txt,10009,862,862,0,0,15,15,OK,
100102_keystrokes.txt,100102,743,743,0,0,15,15,OK,
100104_keystrokes.txt,100104,618,618,0,0,15,15,OK,
100106_keystrokes.txt,100106,703,703,0,0,15,15,OK,
100108_keystrokes.txt,100108,695,695,0,0,15,15,OK,
100116_keystrokes.txt,100116,644,644,0,0,15,15,OK,
100120_keystrokes.txt,100120,669,669,0,0,15,15,OK,
100122_keystrokes.txt,100122,0,0,0,0,0,0,ERROR,'utf-8' codec can't decode byte 0xc9 in position 0: unexpected end of data
100123_keystrokes.txt,100123,0,0,0,0,0,0,ERROR,"Error tokenizing data. C error: Expected 9 fields in line 136, saw 13
"
100124_keystrokes.txt,100124,736,736,0,0,15,15,OK,
100125_keystrokes.txt,100125,765,765,0,0,15,15,OK,
100132_keystrokes.txt,100132,783,783,0,0,15,15,OK,
100134_keystrokes.txt,100134,1143,1143,0,0,15,15,OK,
100135_keystrokes.txt,100135,975,975,0,0,15,15,OK,
100136_keystrokes.txt,100136,582,582,0,0,15,15,OK,
100138_keystrokes.txt,100138,701,701,0,0,15,15,OK,
100145_keystrokes.txt,100145,788,788,0,0,15,15,OK,
100151_keystrokes.txt,100151,618,618,0,0,15,15,OK,
100156_keystrokes.txt,100156,644,644,0,0,15,15,OK,
100157_keystrokes.txt,100157,767,767,0,0,15,15,OK,
100159_keystrokes.txt,100159,637,637,0,0,15,15,OK,
100162_keystrokes.txt,100162,637,637,0,0,15,15,OK,
100163_keystrokes.txt,100163,816,816,0,0,15,15,OK,
100165_keystrokes.txt,100165,648,648,0,0,15,15,OK,
100166_keystrokes.txt,100166,737,737,0,0,15,15,OK,
100167_keystrokes.txt,100167,747,747,0,0,15,15,OK,
100168_keystrokes.txt,100168,880,880,0,0,15,15,OK,
100169_keystrokes.txt,100169,723,723,0,0,15,15,OK,
100180_keystrokes.txt,100180,636,636,0,0,15,15,OK,
100182_keystrokes.txt,100182,825,825,0,0,15,15,OK,
100183_keystrokes.txt,100183,0,0,0,0,0,0,ERROR,'utf-8' codec can't decode byte 0xb4 in position 6: invalid start byte
100184_keystrokes.txt,100184,693,693,0,0,15,15,OK,
100185_keystrokes.txt,100185,735,735,0,0,15,15,OK,
100186_keystrokes.txt,100186,596,596,0,0,15,15,OK,
100188_keystrokes.txt,100188,605,605,0,0,15,15,OK,
100190_keystrokes.txt,100190,734,734,0,0,15,15,OK,
100191_keystrokes.txt,100191,809,809,0,0,15,15,OK,
100193_keystrokes.txt,100193,728,728,0,0,15,15,OK,
100197_keystrokes.txt,100197,639,639,0,0,15,15,OK,
10019_keystrokes.txt,10019,615,615,0,0,15,15,OK,
100206_keystrokes.txt,100206,776,776,0,0,15,15,OK,
100210_keystrokes.txt,100210,620,620,0,0,15,15,OK,
100211_keystrokes.txt,100211,708,708,0,0,15,15,OK,
100215_keystrokes.txt,100215,686,686,0,0,15,15,OK,
100224_keystrokes.txt,100224,630,630,0,0,15,15,OK,
100227_keystrokes.txt,100227,736,736,0,0,15,15,OK,
100230_keystrokes.txt,100230,580,580,0,0,15,15,OK,
100232_keystrokes.txt,100232,588,588,0,0,15,15,OK,
10023_keystrokes.txt,10023,710,710,0,0,15,15,OK,
100249_keystrokes.txt,100249,784,784,0,0,15,15,OK,
10024_keystrokes.txt,10024,599,599,0,0,15,15,OK,
100252_keystrokes.txt,100252,827,827,0,0,15,15,OK,
100253_keystrokes.txt,100253,731,731,0,0,15,15,OK,
100256_keystrokes.txt,100256,672,672,0,0,15,15,OK,
100257_keystrokes.txt,100257,685,685,0,0,15,15,OK,
100262_keystrokes.txt,100262,875,875,0,0,15,15,OK,
100264_keystrokes.txt,100264,720,720,0,0,15,15,OK,
100269_keystrokes.txt,100269,831,831,0,0,15,15,OK,
10026_keystrokes.txt,10026,713,713,0,0,15,15,OK,
100273_keystrokes.txt,100273,794,794,0,0,15,15,OK,
100275_keystrokes.txt,100275,724,724,0,0,15,15,OK,
100278_keystrokes.txt,100278,766,766,0,0,15,15,OK,
10027_keystrokes.txt,10027,597,597,0,0,15,15,OK,
100280_keystrokes.txt,100280,750,750,0,0,15,15,OK,
100281_keystrokes.txt,100281,684,684,0,0,15,15,OK,
100282_keystrokes.txt,100282,730,730,0,0,15,15,OK,
100283_keystrokes.txt,100283,709,709,0,0,15,15,OK,
100289_keystrokes.txt,100289,708,708,0,0,15,15,OK,
100294_keystrokes.txt,100294,786,786,0,0,15,15,OK,
100298_keystrokes.txt,100298,639,639,0,0,15,15,OK,
1002_keystrokes.txt,1002,755,755,0,0,15,15,OK,
100302_keystrokes.txt,100302,680,680,0,0,15,15,OK,
100306_keystrokes.txt,100306,717,717,0,0,15,15,OK,
100311_keystrokes.txt,100311,738,738,0,0,15,15,OK,
100320_keystrokes.txt,100320,706,706,0,0,15,15,OK,
100327_keystrokes.txt,100327,671,671,0,0,15,15,OK,
100329_keystrokes.txt,100329,730,730,0,0,15,15,OK,
100330_keystrokes.txt,100330,697,697,0,0,15,15,OK,
100332_keystrokes.txt,100332,694,694,0,0,15,15,OK,
100333_keystrokes.txt,100333,678,678,0,0,15,15,OK,
100334_keystrokes.txt,100334,685,685,0,0,15,15,OK,
100338_keystrokes.txt,100338,736,736,0,0,15,15,OK,
100339_keystrokes.txt,100339,854,854,0,0,15,15,OK,
100341_keystrokes.txt,100341,577,577,0,0,15,15,OK,
100348_keystrokes.txt,100348,613,613,0,0,15,15,OK,
10034_keystrokes.txt,10034,824,824,0,0,15,15,OK,
100350_keystrokes.txt,100350,626,626,0,0,15,15,OK,
100353_keystrokes.txt,100353,652,652,0,0,15,15,OK,
100356_keystrokes.txt,100356,759,759,0,0,15,15,OK,
100365_keystrokes.txt,100365,677,677,0,0,15,15,OK,
100367_keystrokes.txt,100367,695,695,0,0,15,15,OK,
10036_keystrokes.txt,10036,797,797,0,0,15,15,OK,
100375_keystrokes.txt,100375,681,681,0,0,15,15,OK,
100379_keystrokes.txt,100379,765,765,0,0,15,15,OK,
100380_keystrokes.txt,100380,748,748,0,0,15,15,OK,
100381_keystrokes.txt,100381,672,672,0,0,15,15,OK,
100382_keystrokes.txt,100382,621,621,0,0,15,15,OK,
100383_keystrokes.txt,100383,707,707,0,0,15,15,OK,
100386_keystrokes.txt,100386,742,742,0,0,15,15,OK,
100390_keystrokes.txt,100390,686,686,0,0,15,15,OK,
100395_keystrokes.txt,100395,619,619,0,0,15,15,OK,
100396_keystrokes.txt,100396,855,855,0,0,15,15,OK,
100397_keystrokes.txt,100397,626,626,0,0,15,15,OK,
100410_keystrokes.txt,100410,798,798,0,0,15,15,OK,
100416_keystrokes.txt,100416,672,672,0,0,15,15,OK,
100417_keystrokes.txt,100417,678,678,0,0,15,15,OK,
100419_keystrokes.txt,100419,639,639,0,0,15,15,OK,
100420_keystrokes.txt,100420,748,748,0,0,15,15,OK,
100421_keystrokes.txt,100421,745,745,0,0,15,15,OK,
100422_keystrokes.txt,100422,828,828,0,0,15,15,OK,
100423_keystrokes.txt,100423,878,878,0,0,15,15,OK,
100425_keystrokes.txt,100425,753,753,0,0,15,15,OK,
100426_keystrokes.txt,100426,773,773,0,0,15,15,OK,
100431_keystrokes.txt,100431,655,655,0,0,15,15,OK,
100432_keystrokes.txt,100432,815,815,0,0,15,15,OK,
100434_keystrokes.txt,100434,638,638,0,0,15,15,OK,
100438_keystrokes.txt,100438,662,662,0,0,15,15,OK,
100439_keystrokes.txt,100439,733,733,0,0,15,15,OK,
100444_keystrokes.txt,100444,0,0,0,0,0,0,ERROR,Error tokenizing data. C error: EOF inside string starting at row 682
100445_keystrokes.txt,100445,635,635,0,0,15,15,OK,
100446_keystrokes.txt,100446,839,839,0,0,15,15,OK,
100447_keystrokes.txt,100447,641,641,0,0,15,15,OK,
100450_keystrokes.txt,100450,734,734,0,0,15,15,OK,
100452_keystrokes.txt,100452,683,683,0,0,15,15,OK,
100456_keystrokes.txt,100456,708,708,0,0,15,15,OK,
100458_keystrokes.txt,100458,868,868,0,0,15,15,OK,
100460_keystrokes.txt,100460,690,690,0,0,15,15,OK,
100461_keystrokes.txt,100461,634,634,0,0,15,15,OK,
100462_keystrokes.txt,100462,693,693,0,0,15,15,OK,
100463_keystrokes.txt,100463,789,789,0,0,15,15,OK,
100466_keystrokes.txt,100466,768,768,0,0,15,15,OK,
100467_keystrokes.txt,100467,638,638,0,0,15,15,OK,
100470_keystrokes.txt,100470,704,704,0,0,15,15,OK,
100471_keystrokes.txt,100471,735,735,0,0,15,15,OK,
100473_keystrokes.txt,100473,718,718,0,0,15,15,OK,
100474_keystrokes.txt,100474,684,684,0,0,15,15,OK,
100475_keystrokes.txt,100475,810,810,0,0,15,15,OK,
100476_keystrokes.txt,100476,874,874,0,0,15,15,OK,
100477_keystrokes.txt,100477,676,676,0,0,15,15,OK,
100480_keystrokes.txt,100480,659,659,0,0,15,15,OK,
100485_keystrokes.txt,100485,802,802,0,0,15,15,OK,
100487_keystrokes.txt,100487,715,715,0,0,15,15,OK,
100488_keystrokes.txt,100488,828,828,0,0,15,15,OK,
100491_keystrokes.txt,100491,731,731,0,0,15,15,OK,
100492_keystrokes.txt,100492,676,676,0,0,15,15,OK,
100495_keystrokes.txt,100495,751,751,0,0,15,15,OK,
100496_keystrokes.txt,100496,708,708,0,0,15,15,OK,
100498_keystrokes.txt,100498,745,745,0,0,15,15,OK,
100499_keystrokes.txt,100499,0,0,0,0,0,0,ERROR,"Error tokenizing data. C error: Expected 9 fields in line 52, saw 13
"
100500_keystrokes.txt,100500,681,681,0,0,15,15,OK,
100501_keystrokes.txt,100501,769,769,0,0,15,15,OK,
100502_keystrokes.txt,100502,825,825,0,0,15,15,OK,
100503_keystrokes.txt,100503,770,770,0,0,15,15,OK,
100504_keystrokes.txt,100504,781,781,0,0,15,15,OK,
100510_keystrokes.txt,100510,841,841,0,0,15,15,OK,
100512_keystrokes.txt,100512,621,621,0,0,15,15,OK,
