user,dwell_mean,dwell_std,dwell_min,dwell_max,dwell_median,flight_mean,flight_std,flight_min,flight_max,flight_median,overlap_rate,session_break_rate,total_keystrokes,dwell_cv,flight_cv,click_dur_mean,click_dur_std,click_dur_min,click_dur_max,inter_click_mean,inter_click_std,inter_click_min,inter_click_max,double_click_rate,click_rate_per_sec,total_clicks,left_click_ratio,move_speed_mean,move_speed_std,move_speed_max,move_accel_mean,move_accel_std,pause_rate,direction_change_mean,direction_change_std,path_efficiency,move_range_x,move_range_y,rel_move_mean,rel_move_std,scroll_mag_mean,scroll_mag_std,scroll_down_ratio,inter_scroll_mean,inter_scroll_std,scroll_burst_rate,scroll_rate_per_sec,total_scroll_events
1,0.1325545816733067,0.2357344540456317,0.046,6.792,0.1095,0.4309143426294821,2.945414506228647,0.0,120.364,0.109,0.0557768924302788,0.0101593625498007,5020,1.778395367929427,6.83526681487424,0.3708024691358098,0.3646042305461806,0.1069999999999709,3.978,8.580790123456792,11.868880541735033,0.3490000000000464,55.37100000000001,0.0,0.0793208970419593,164,0.9817073170731708,350.99444502059697,749.3856362608819,8587.398660151335,429.3212288464003,849.1413517973514,0.1599511599511599,1.0813599029420025,0.9919453993371532,0.0015527941233434,1919.0,1199.0,4.531452169221525,6.172459334316156,120.0,0.0,0.4543761638733706,2.2738003731343284,13.520974455110336,0.3414179104477612,0.4406128539159159,537.0
2,0.1692918241495922,0.4218767377718926,0.046,9.812,0.109,0.4134654863735826,2.4837836963413853,0.0,85.416,0.093,0.1193554804058086,0.0123333996419335,5027,2.4920089312707008,6.007233440754924,0.4397976878612677,0.3451683171472822,0.0870000000002164,2.172000000000025,7.917749999999999,9.256257499755796,0.3389999999999418,49.144000000000005,0.0,0.0623673342254626,173,0.5,455.18169077611685,835.855080911568,8420.533531085252,586.604385087272,925.402533300426,0.1458531935176358,1.0381619609622768,0.9953685336745636,0.0016398093194952,1919.0,1199.0,8.61846773204436,7.516148624274691,120.0,0.0,0.5372829417773238,1.1481022494887525,5.113240586184416,0.2689161554192229,0.8718931570191406,979.0
3,0.0992526376366775,0.1881408446163085,0.046,9.8,0.078,0.6006178783809707,3.270616491697895,0.0,119.837,0.125,0.0065221561480913,0.0153462497602148,5213,1.8955752622415292,5.445419807539178,0.364883064516132,0.2999231864623186,0.087999999999738,2.354000000000269,7.197802469135803,9.1444910107537,0.2629999999999199,56.437000000000126,0.0164609053497942,0.0692481101384239,249,0.923694779116466,573.0263717466091,1128.6998843153692,12713.66533793036,750.3998320646928,1279.4615796724268,0.1392009987515605,1.0695952877849462,0.96912576063085,0.0009706529886407,1919.0,1199.0,11.69356683101286,11.68703375647688,120.0,0.0,0.6298076923076923,1.7451600481347775,11.37259069004356,0.4440433212996389,0.5737028936139696,832.0
4,0.1276917709829673,0.1048775666677633,0.046,3.057,0.12,0.4624845064641904,3.726224027717242,0.0,192.552,0.109,0.1253847732403037,0.0094397701621177,4873,0.8213337935594363,8.056970505250339,0.3465886075949365,0.4953499738357497,0.0939999999998235,4.164999999999964,7.554040268456372,11.79232148583237,0.2900000000004183,55.27099999999996,0.0201342281879194,0.0564543186303181,158,0.5,326.3052377605312,764.7299605407106,9936.371550606167,412.6190015298024,869.7690416167568,0.1492641906096706,0.9169533107595316,0.9152109032277174,0.0011436259966405,1919.0,1199.0,6.086282561935992,8.563890342453153,120.0,0.0,0.7898789878987899,1.3028491189427314,7.2602867684902845,0.5198237885462555,0.7683939045822142,909.0
5,0.1387321361058601,0.2052011143757732,0.046,8.072,0.125,0.4018298676748582,3.636040729553139,0.0,138.166,0.078,0.1869565217391304,0.010586011342155,5290,1.479117385024575,9.048706982864829,0.3840469314079377,0.3509129732069688,0.0860000000000127,3.628,5.504634057971015,7.618583466522909,0.2060000000000172,49.71500000000003,0.0108695652173913,0.1306300125743134,278,0.9964028776978416,437.6149370585861,782.8500237533834,8208.644522574614,563.5183028881886,890.3420684324377,0.1154929577464788,0.98182243415229,0.9506377764690984,0.0012126462335326,1919.0,1199.0,8.39348847227163,8.040496035137913,120.0,0.0,0.4395604395604395,3.8386363636363634,23.524597329734917,0.3223140495867768,0.26122683316289,364.0
6,0.1148107058061731,0.2877705879117142,0.046,9.75,0.078,0.4608886250809411,2.990862348442985,0.0,107.402,0.109,0.0386358730843945,0.0123030433844161,4633,2.506478693698976,6.489338607386397,0.4029235294117723,0.3312220865564943,0.125,2.4850000000001278,7.266698795180723,8.714463101662629,0.3429999999998472,42.48299999999995,0.0,0.0580745534627207,171,0.5,420.40709749079474,752.3560870246677,10228.76501682136,540.3387948689954,831.8400741776534,0.1229946524064171,1.154136433157925,0.957410516745021,0.0005519895684475,1796.0,1199.0,6.235816151516385,7.5858320655715055,120.0,0.0,0.5975820379965457,1.976339100346021,8.76376704106532,0.3615916955017301,0.5068614508668293,579.0
7,0.134008394356135,0.3097536899648653,0.046,9.859,0.109,0.4233145204500803,3.723036709217297,0.0,162.817,0.078,0.1457403107697803,0.0103589926772637,5599,2.311449901725388,8.794965750900433,0.3963319838056616,0.5330153273400926,0.0900000000000318,4.468,7.020379591836735,9.953170491017271,0.1739999999999781,53.80300000000011,0.0040816326530612,0.1017226127308938,247,0.5,514.8866083325206,870.0872995537857,7983.749438825703,663.1581771679611,964.2314893902276,0.1220556745182012,1.0710980229882685,1.010478052687782,0.0010238326128552,1919.0,1199.0,7.872385277662595,7.486201075368187,120.0,0.0,0.5414462081128748,2.6736113074204946,13.59416590325062,0.3657243816254417,0.374686769790334,567.0
8,0.2029498817966903,0.2465217277536733,0.046,9.124,0.156,0.4897583924349881,3.161225989052463,0.0,94.255,0.109,0.3,0.0148936170212765,4230,1.2146926402284484,6.454664254624473,0.4289347826086961,0.4886389438898839,0.1320000000000618,3.649999999999977,8.636050632911394,10.308749246283604,0.3709999999999809,56.60399999999993,0.0,0.0789387085331263,160,0.99375,526.294315237231,1001.9253083035924,8776.128712346937,673.5100562105374,1088.92697489383,0.1502695417789757,1.1352224784953395,1.009929885408367,0.0011270495006136,1919.0,1199.0,6.14947639839749,7.686060272801321,120.0,0.0,0.497907949790795,4.899789915966387,24.33228807516201,0.1848739495798319,0.2049479055010075,239.0
9,0.232013398754482,0.2471979505098234,0.046,5.944,0.171,0.2905818078882808,2.3874061363513204,0.0,108.823,0.109,0.309114927344782,0.0081147386299301,5299,1.065446874348019,8.215951830230198,0.3350833333333349,0.2493254278678497,0.125,2.2060000000000173,8.438006410256412,11.473136012786902,0.1740000000000918,52.837999999999965,0.0064102564102564,0.0646727361169854,163,0.9754601226993864,392.6517095087995,794.2365636171064,8826.278019273463,498.11263560021007,920.0378544212064,0.1376146788990825,1.0163404604944353,1.0198345415563232,0.0015121566736893,1719.0,1182.0,4.189321705055299,4.811371646277314,120.0,0.0,0.5474613686534217,2.943278761061947,10.055204096721113,0.163716814159292,0.3405088239140925,453.0
10,0.126315526518063,0.174635325208223,0.046,9.781,0.109,0.546543043812452,4.102465208472876,0.0,155.422,0.124,0.0359338970023059,0.0140276710222905,5204,1.3825325359606555,7.50620697659204,0.4080781758957697,0.3705881764093228,0.0969999999999799,3.2660000000000764,6.8147441860465126,10.29186986960895,0.2179999999998472,59.74800000000005,0.0099667774086378,0.0894062842167719,308,0.9902597402597404,446.52406560431575,903.1529731128352,10957.638811688304,514.2085026313117,937.7211890127952,0.1302644466209598,1.0679080216070709,0.9739560880281122,0.0009725522352265,1919.0,1199.0,6.494157540046487,8.95756980750445,120.5303867403315,7.960219767409663,0.6143646408839779,1.7296891592920354,11.528167137803786,0.3573008849557522,0.5787780939206556,905.0
11,0.2805005859375,0.5535557683461696,0.046,9.813,0.175,0.31918046875,2.2748120839828614,0.0,78.125,0.125,0.2373046875,0.008203125,5120,1.97345672735782,7.127040363377064,0.4691111111111186,0.3869813215258254,0.1400000000000432,1.90300000000002,7.403785340314136,9.222971907542831,0.3319999999999936,49.33200000000011,0.0,0.0765354482759703,195,0.5,459.5580440437006,882.159453150798,8108.69781528331,556.7349564154471,913.3843205671428,0.1728723404255319,1.0520478585496085,0.988886925164574,0.0021158658085554,1919.0,1199.0,5.255167216048761,8.373932912024507,120.0,0.0,0.5115089514066496,3.0042615384615385,18.557385976210632,0.2333333333333333,0.3337139891880081,391.0
12,0.5412525450973388,1.5210733298662893,0.046,9.984,0.171,0.2768694409716021,1.4994446641151395,0.0,42.526,0.125,0.2559385604572245,0.0066083229148062,5599,2.810283930568381,5.415710230978269,0.382076923076916,0.2817172782277835,0.1549999999999727,1.1909999999999172,8.148662790697673,11.06184643436405,0.2319999999999709,59.19200000000001,0.005813953488372,0.0668649697823224,177,0.5,409.4951060125829,743.0162264468299,6579.609219400171,523.3652735800518,816.3343173331716,0.1494708994708994,1.247477002623527,1.0435546073665745,0.0014872078495447,1912.0,1199.0,4.562755700698441,5.774642417407592,120.0,0.0,0.5380116959064327,3.746806451612904,15.007364591430909,0.1818181818181818,0.2676766372300633,342.0
13,0.248852427184466,0.6236115998910949,0.046,9.78,0.14,0.2191471567267683,1.5066757169447251,0.0,86.981,0.125,0.1632454923717059,0.0029126213592233,7210,2.505949437370094,6.875178028539248,0.3989381443298918,0.6036537174629649,0.1569999999999254,4.284999999999968,5.6806244343891406,9.132716093202552,0.1800000000000636,59.101999999999975,0.0135746606334841,0.1032669028217681,228,0.5,634.2868309248753,1032.8358489737718,7120.026463183442,780.8433750256056,1104.5923987219992,0.1045376220562894,1.3167650391528505,1.0522806738441088,0.0008344299138751,1919.0,1199.0,7.367314113448014,10.019696828988115,120.0,0.0,0.5933806146572104,3.1694834123222746,17.112041571853247,0.2085308056872037,0.3162564802672404,423.0
14,0.2298663951120163,0.2991108560510928,0.046,9.298,0.156,0.3828085539714867,3.7764837958969766,0.0,134.345,0.125,0.2295315682281059,0.0089613034623217,4910,1.301237859954836,9.86520221849135,0.3605156250000005,0.4868442595832761,0.1539999999999963,3.7049999999999272,5.42062676056338,9.098571935701942,0.3400000000000318,52.44200000000001,0.0,0.12329247415032,288,0.9375,575.1928169074645,999.6871613140612,8320.917126356475,682.4144627918096,1040.9076164172047,0.110441767068273,1.34346729314167,1.0382296059367764,0.0006294467099531,1739.0,1183.0,4.705836091145025,6.627560388510177,120.24439918533604,5.410006587660772,0.5366598778004074,1.4335688073394497,7.239500410546102,0.290519877675841,0.6982708907078063,982.0
15,0.096876617375231,0.1926481826125305,0.046,8.705,0.078,0.4666862292051756,1.6126138030636907,0.0,32.323,0.203,0.0027726432532347,0.011090573012939,2164,1.9885932006311555,3.455456154791993,0.2329999999999929,0.0880969433554418,0.125,0.5149999999999864,32.44060869565218,21.809910247884872,0.8419999999999845,59.62400000000002,0.0,0.0250639996266328,29,1.0,159.41344284400705,267.97946199313805,1904.223825097348,207.563195927462,284.01477007218,0.2314285714285714,0.8211079771379057,0.940924784032878,0.0554854101652165,1049.0,371.0,3.170864670171777,2.6873724192619277,120.0,0.0,0.5595026642984015,3.0042615384615385,14.045781473093813,0.4283727399165508,0.3337139891880081,388.0
16,0.0959172905525846,0.1055406405993285,0.046,5.707,0.078,0.5415805704099822,2.8628119711670674,0.0,77.204,0.14,0.0096256684491978,0.0155080213903743,5610,1.100329669356831,5.286031529897553,0.3134506437768243,0.2654378493278859,0.087999999999738,1.974999999999909,9.593531818181818,14.811064515602892,0.1849999999999454,59.79499999999996,0.009090909090909,0.0656663215192199,233,0.9399141630901288,467.0070108842418,790.8216437233011,8461.555496072782,535.814818754034,863.239923168856,0.1017357762777242,0.9702778407783031,0.9759950073969008,0.001094497422178,1919.0,1199.0,6.842798164268859,6.973804170492597,122.13438735177866,15.860985872448346,0.6442687747035574,2.083019801980198,12.534892958331778,0.6316831683168317,0.4810228866126387,506.0
18,0.2517783262811471,0.9083977406395723,0.046,9.688,0.109,0.7757127409496944,3.998224974105645,0.0,110.917,0.125,0.1003761165961448,0.0230371415138693,4254,3.607926679221841,5.154259770454038,0.2896130653266168,0.3800339260578408,0.0939999999998235,3.514000000000124,10.951823863636362,14.74893700128385,0.3260000000000218,59.483000000000175,0.0,0.0521565146238742,199,0.984924623115578,515.0463479532322,960.4512797514108,10295.49089346387,659.7705875997489,1087.8210458040785,0.1472303206997084,0.9526268059316488,0.9513326229033464,0.0013271304788198,1919.0,1199.0,8.673793056171412,8.976218690185235,120.0,0.0,0.4398422090729783,2.056446640316205,9.544414099362893,0.4189723320158103,0.4872367047806858,507.0
19,0.1930822138635142,0.3610964698847239,0.046,9.609,0.14,0.321348737238044,3.574876005797553,0.0,131.276,0.062,0.446534121440086,0.0089557585527494,5583,1.8701695130757896,11.124599513049924,0.3225925925925927,0.3789402507636671,0.1020000000000038,4.5190000000000055,6.973748815165877,9.432395069510855,0.3120000000001255,58.07899999999999,0.0,0.1022460838108335,218,1.0,404.6486863703954,668.543657893475,6162.362856272639,449.2167500792125,685.2829268387941,0.1227022058823529,0.8436521635549425,0.8657563975763974,0.0014129653927268,1916.0,1199.0,5.562977729055697,6.023800136394659,120.0,0.0,0.8137254901960784,2.4543713163064838,21.83914893969675,0.5068762278978389,0.4082367773308518,510.0
20,0.1940673563724411,0.5071810749170965,0.046,9.688,0.125,0.3606821483601145,2.873551810667668,0.0,80.708,0.075,0.2551177635923398,0.010345586616773,4543,2.61342806125389,7.966992055838146,0.3361407035175825,0.4406787595825898,0.1479999999999108,3.477000000000089,8.397933333333333,9.397895014756026,0.3539999999998144,51.70999999999992,0.0,0.0929556003880779,199,1.0,296.29092259867105,513.3834384977372,5627.658329320156,313.79225003961966,526.4325677402726,0.1352762070465419,0.8221797918440196,0.8897105094861695,0.0048030734388204,1679.0,1049.0,3.690730310610266,3.9877841990033662,120.0,0.0,0.5371621621621622,4.101583050847458,21.90938434705164,0.4101694915254237,0.2446347710309454,296.0
21,0.306923999377044,0.7731446400318132,0.046,9.968,0.172,0.2363669210403363,2.131452250360314,0.0,100.597,0.078,0.3553963557078337,0.0048279084254788,6421,2.519010053306504,9.017557283307754,0.3337419354838634,0.3247654750040565,0.0940000000000509,4.038999999999987,4.180545994065282,6.807513165621496,0.2029999999999745,56.75299999999993,0.0059347181008902,0.1281933200378189,341,0.997067448680352,411.7208469694871,714.9778457014161,8095.493715771359,484.0081502951747,789.1884324027204,0.1000662690523525,1.218228029671552,1.03741796534796,0.0009322092771623,1919.0,1199.0,8.52762440667866,9.622381098517584,122.1867881548975,16.0509356784363,0.5466970387243736,1.3606887115165338,6.468630107930495,0.3352337514253136,0.7357599444911859,878.0
22,0.1173001792114695,0.2401861870032337,0.046,9.797,0.093,0.3256954898446834,2.795721816988259,0.0,125.091,0.078,0.0958781362007168,0.0058243727598566,6696,2.047619949243423,8.583851800715674,0.3558720930232615,0.2890377968032669,0.0980000000000131,2.6399999999999864,5.103267716535433,7.239234704135248,0.2999999999999545,58.17899999999997,0.0039370078740157,0.1362684932982838,258,0.9844961240310076,509.24117446319536,793.4293204072997,6571.820358924548,622.5350067634805,852.8896648929338,0.0888456549935149,1.1853288904912642,1.0229887638263695,0.0023358061004047,1897.0,1199.0,9.18623728572277,8.38489706795396,121.0989010989011,11.430684504567775,0.5347985347985348,2.077748623853211,10.383926446086155,0.3467889908256881,0.4821732768266286,546.0
23,0.1027358762144656,0.1095879273202079,0.046,3.387,0.078,0.4538458078445483,2.42670181863121,0.0,78.407,0.1255,0.0145735876214465,0.0120546959337891,5558,1.0666957966216042,5.346974185255459,0.3497947019867581,0.4710251510822554,0.08400000000006,4.580999999999904,8.585293333333334,12.042782840936534,0.1759999999999308,56.519000000000005,0.0366666666666666,0.1002072377973789,304,0.9572368421052632,520.3626387613701,994.2543688617072,9997.397121599168,657.3083862848304,1126.7378905801263,0.1111111111111111,1.1517236918635037,1.0117380618686074,0.0026584705382753,1919.0,1199.0,8.9160454052994,9.63501485132425,120.0,0.0,0.6571428571428571,3.9145071770334927,20.91258965521174,0.3301435406698564,0.2566822957664533,210.0
24,0.0967843494085532,0.2043008854061974,0.046,9.548,0.078,0.6144686078252958,3.5710177618491428,0.0,102.293,0.156,0.0052320291173794,0.0150136487716105,4396,2.1108876244421246,5.811554433167147,0.2515724637681307,0.1840612251509902,0.0940000000000509,1.3759999999999764,9.500139534883717,12.887919539555236,0.1999999999998181,57.9380000000001,0.0465116279069767,0.0439855077314091,138,0.9855072463768116,419.2043253223169,693.5430175504702,6155.264927264387,480.6579283235933,761.7426572157914,0.1072886297376093,0.9216498106422136,0.9089447854216204,0.0018265633248827,1919.0,1199.0,7.256040705646255,7.01319861853963,120.0,0.0,0.6011315417256011,1.7036373937677054,8.502694587489318,0.3441926345609065,0.5878107831269206,707.0
